Subject,Body,Text,label
FREE iPhone 15 - Click to claim your prize,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,FREE iPhone 15 - Click to claim your prize URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. FREE MONEY,1
Monthly report attached,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Monthly report attached Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Monthly report attached,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Monthly report attached Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Project update - Sprint review,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Project update - Sprint review Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
Final notice: Confirm your bank details,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,Final notice: Confirm your bank details URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. URGENT!!!,1
Monthly report attached,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Monthly report attached Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Your order has been shipped,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your order has been shipped Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Monthly report attached,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Monthly report attached Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Reminder: Annual leave request,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Reminder: Annual leave request Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Exclusive offer - $500 cash reward for you,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Exclusive offer - $500 cash reward for you Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. ACT NOW!!!",1
Alert: Unusual activity detected on your account,"CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Alert: Unusual activity detected on your account CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! URGENT!!!",1
Alert: Unusual activity detected on your account,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,Alert: Unusual activity detected on your account Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz ,1
Verify your account immediately,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,Verify your account immediately URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. ,1
Monthly report attached,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Monthly report attached Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Re: Follow up from last call,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Re: Follow up from last call Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Your subscription has been renewed,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your subscription has been renewed Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Meeting notes from yesterday,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Meeting notes from yesterday Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Team meeting tomorrow at 10am,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Team meeting tomorrow at 10am Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
"Congratulations! You won $1,000,000",Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,"Congratulations! You won $1,000,000 Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. CLICK NOW",1
Project update - Sprint review,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Project update - Sprint review Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Final notice: Confirm your bank details,"CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Final notice: Confirm your bank details CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! $$$",1
"Congratulations! You won $1,000,000","Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Congratulations! You won $1,000,000 Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. URGENT!!!",1
Project update - Sprint review,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Project update - Sprint review Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
Meeting notes from yesterday,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Meeting notes from yesterday Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Welcome to our service,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Welcome to our service Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Monthly report attached,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Monthly report attached Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Team meeting tomorrow at 10am,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Team meeting tomorrow at 10am Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Team meeting tomorrow at 10am,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Team meeting tomorrow at 10am Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Team meeting tomorrow at 10am,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Team meeting tomorrow at 10am Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Team meeting tomorrow at 10am,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Team meeting tomorrow at 10am Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Reminder: Annual leave request,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Reminder: Annual leave request Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Your payment is pending - Act NOW,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,Your payment is pending - Act NOW Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz $$$,1
Re: Follow up from last call,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Re: Follow up from last call Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Your order has been shipped,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your order has been shipped Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Alert: Unusual activity detected on your account,"CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Alert: Unusual activity detected on your account CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! ",1
Alert: Unusual activity detected on your account,Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize.,Alert: Unusual activity detected on your account Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize. CLICK NOW,1
WINNER WINNER - Lottery Results Inside,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","WINNER WINNER - Lottery Results Inside Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update URGENT!!!",1
Exclusive offer - $500 cash reward for you,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Exclusive offer - $500 cash reward for you Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update URGENT!!!",1
WINNER WINNER - Lottery Results Inside,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,WINNER WINNER - Lottery Results Inside URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. ,1
FREE iPhone 15 - Click to claim your prize,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","FREE iPhone 15 - Click to claim your prize Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. ",1
Verify your account immediately,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Verify your account immediately Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update ACT NOW!!!",1
Final notice: Confirm your bank details,"CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Final notice: Confirm your bank details CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! ACT NOW!!!",1
Team meeting tomorrow at 10am,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Team meeting tomorrow at 10am Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Exclusive offer - $500 cash reward for you,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,Exclusive offer - $500 cash reward for you Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. CLICK NOW,1
Verify your account immediately,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,Verify your account immediately ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! ,1
Monthly report attached,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Monthly report attached Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
URGENT: Your account has been compromised,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","URGENT: Your account has been compromised Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update FREE MONEY",1
Project update - Sprint review,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Project update - Sprint review Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Your subscription has been renewed,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your subscription has been renewed Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Invoice for services rendered,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Invoice for services rendered Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Team meeting tomorrow at 10am,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Team meeting tomorrow at 10am Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Your subscription has been renewed,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your subscription has been renewed Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Your payment is pending - Act NOW,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Your payment is pending - Act NOW Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update URGENT!!!",1
Your order has been shipped,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your order has been shipped Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Meeting notes from yesterday,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Meeting notes from yesterday Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Your order has been shipped,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Your order has been shipped Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
WINNER WINNER - Lottery Results Inside,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,WINNER WINNER - Lottery Results Inside Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. ACT NOW!!!,1
Welcome to our service,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Welcome to our service Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
"Congratulations! You won $1,000,000",URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,"Congratulations! You won $1,000,000 URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. URGENT!!!",1
WINNER WINNER - Lottery Results Inside,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,WINNER WINNER - Lottery Results Inside ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! $$$,1
Team meeting tomorrow at 10am,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Team meeting tomorrow at 10am Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Invoice for services rendered,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Invoice for services rendered Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Reminder: Annual leave request,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Reminder: Annual leave request Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Your subscription has been renewed,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Your subscription has been renewed Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
Reminder: Annual leave request,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Reminder: Annual leave request Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Team meeting tomorrow at 10am,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Team meeting tomorrow at 10am Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Your order has been shipped,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Your order has been shipped Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Re: Follow up from last call,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Re: Follow up from last call Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Your subscription has been renewed,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Your subscription has been renewed Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Re: Follow up from last call,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Re: Follow up from last call Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Re: Follow up from last call,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Re: Follow up from last call Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Your subscription has been renewed,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your subscription has been renewed Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Team meeting tomorrow at 10am,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Team meeting tomorrow at 10am Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Your order has been shipped,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Your order has been shipped Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
FREE iPhone 15 - Click to claim your prize,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,FREE iPhone 15 - Click to claim your prize Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. $$$,1
Monthly report attached,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Monthly report attached Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Project update - Sprint review,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Project update - Sprint review Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Invoice for services rendered,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Invoice for services rendered Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
WINNER WINNER - Lottery Results Inside,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,WINNER WINNER - Lottery Results Inside URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. FREE MONEY,1
Exclusive offer - $500 cash reward for you,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Exclusive offer - $500 cash reward for you Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. ",1
Exclusive offer - $500 cash reward for you,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,Exclusive offer - $500 cash reward for you Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. ,1
FREE iPhone 15 - Click to claim your prize,Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize.,FREE iPhone 15 - Click to claim your prize Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize. CLICK NOW,1
FREE iPhone 15 - Click to claim your prize,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,FREE iPhone 15 - Click to claim your prize Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz ACT NOW!!!,1
Team meeting tomorrow at 10am,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Team meeting tomorrow at 10am Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Welcome to our service,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Welcome to our service Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
WINNER WINNER - Lottery Results Inside,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,WINNER WINNER - Lottery Results Inside ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! FREE MONEY,1
URGENT: Your account has been compromised,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","URGENT: Your account has been compromised Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update CLICK NOW",1
Reminder: Annual leave request,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Reminder: Annual leave request Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Team meeting tomorrow at 10am,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Team meeting tomorrow at 10am Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
WINNER WINNER - Lottery Results Inside,WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50.,WINNER WINNER - Lottery Results Inside WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50. FREE MONEY,1
Final notice: Confirm your bank details,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,Final notice: Confirm your bank details Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. CLICK NOW,1
Reminder: Annual leave request,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Reminder: Annual leave request Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Welcome to our service,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Welcome to our service Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
URGENT: Your account has been compromised,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,URGENT: Your account has been compromised URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. CLICK NOW,1
Meeting notes from yesterday,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Meeting notes from yesterday Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
